Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-202430,"Translocation of ZAP-70 to Immunological synapse",0,42,4,41,0.0030283365779796667,0.9999962643897822,0.9999962643897822,4,4,3.43554066821266E-4,9606,Homo sapiens,"","",GRB2_HUMAN;VRK1_HUMAN;IDH3A_HUMAN;EGFR_HUMAN,P43403;16761;Q9Y2R2;15422,"R-HSA-8855381;R-HSA-202344;R-HSA-202168;R-HSA-202174"
R-HSA-111995,"phospho-PLA2 pathway",1,9,9,71,6.489292667099286E-4,0.9999962643897822,0.9999962643897822,1,3,2.576655501159495E-4,9606,Homo sapiens,"MK01_HUMAN","P28482",PPM1A_HUMAN;BIEA_HUMAN;MK01_HUMAN;STXB1_HUMAN;PSA1_HUMAN;VRK1_HUMAN;PEA15_HUMAN;MP2K1_HUMAN;IDH3A_HUMAN,16761;P28482;15422,"R-HSA-111898"
R-HSA-111933,"Calmodulin induced events",2,34,5,66,0.002451510563126397,0.9999964753577376,0.9999964753577376,9,14,0.001202439233874431,9606,Homo sapiens,"KAP2_HUMAN;KAP0_HUMAN","P10644;P13861",KAP2_HUMAN;VRK1_HUMAN;KAP0_HUMAN;IDH3A_HUMAN;EGFR_HUMAN,16761;P25098;15422;17489,"R-HSA-111955;R-HSA-111970;R-HSA-111925;R-HSA-8951727;R-HSA-111912;R-HSA-111915;R-HSA-111930;R-HSA-111919;R-HSA-111966"
R-HSA-3065676,"SUMO is conjugated to E1 (UBA2:SAE1)",3,8,8,107,5.768260148532699E-4,0.9999969488737395,0.9999969488737395,3,3,2.576655501159495E-4,9606,Homo sapiens,"SAE1_HUMAN;SAE2_HUMAN;SUMO1_HUMAN","Q9UBT2;Q9UBE0;P63165",HGS_HUMAN;SAE1_HUMAN;PELP1_HUMAN;SAE2_HUMAN;NPM_HUMAN;VIME_HUMAN;VRK1_HUMAN;RAGP1_HUMAN,P63165;P61956;15422,"R-HSA-2993784;R-HSA-2993781;R-HSA-2990833"
R-HSA-418990,"Adherens junctions interactions",3,35,11,86,0.002523613814983056,0.9999969488737395,0.9999969488737395,7,16,0.001374216267285064,9606,Homo sapiens,"ACTG_HUMAN;PLAK_HUMAN;CTNA1_HUMAN","P63261;P35221;P14923",VINC_HUMAN;RGAP1_HUMAN;PCNA_HUMAN;S10AA_HUMAN;SDCB1_HUMAN;PLAK_HUMAN;ANXA2_HUMAN;EBP_HUMAN;CTNA1_HUMAN;PSA6_HUMAN;EGFR_HUMAN,P03950;Q15223;P15151;O60716;P35221;Q9BY67,"R-HSA-420582;R-HSA-5692437;R-HSA-420595;R-HSA-420593;R-HSA-433725;R-HSA-419002;R-HSA-420586"
R-HSA-8948751,"Regulation of PTEN stability and activity",36,74,38,374,0.005335640637392746,0.9999969650758764,0.9999969650758764,12,13,0.0011165507171691145,9606,Homo sapiens,"CHIP_HUMAN;PSMD4_HUMAN;PRS7_HUMAN;PSME2_HUMAN;PSA3_HUMAN;PSME4_HUMAN;PSB3_HUMAN;CSK22_HUMAN;PRS4_HUMAN;PSD12_HUMAN;PSB5_HUMAN;PSA5_HUMAN;PSMD6_HUMAN;PRS10_HUMAN;PSD11_HUMAN;PSMD1_HUMAN;PSME1_HUMAN;PSME3_HUMAN;PSMD3_HUMAN;PSB2_HUMAN;PSB7_HUMAN;PRS6B_HUMAN;PSA4_HUMAN;PSB4_HUMAN;PRS8_HUMAN;PSDE_HUMAN;PSMD7_HUMAN;PSD13_HUMAN;RS27A_HUMAN;PSMD5_HUMAN;PSMD2_HUMAN;PSB6_HUMAN;PSA1_HUMAN;PSB1_HUMAN;PSA6_HUMAN;CSK2B_HUMAN","P28066;Q06323;P51665;O00487;P35998;P62333;P20618;P62195;P25789;P25788;P61289;P62979;Q13200;P25786;Q14997;Q15008;O43242;Q9UL46;P55036;O00231;Q9UNM6;P62191;P28074;P19784;Q99460;P28072;O00232;P28070;Q99436;Q9UNE7;P67870;P49721;Q16401;P49720;P60900;P43686",MCM7_HUMAN;BAG3_HUMAN;UBE2K_HUMAN;BYST_HUMAN;GLCNE_HUMAN;PSB3_HUMAN;VRK1_HUMAN;IDH3A_HUMAN;CAV1_HUMAN;RD23A_HUMAN;AP1M1_HUMAN;HGS_HUMAN;RPAC1_HUMAN;IF4E_HUMAN;EIF3E_HUMAN;COX5B_HUMAN;GPKOW_HUMAN;ILK_HUMAN;IF4A3_HUMAN;GRB2_HUMAN;PP1A_HUMAN;TACO1_HUMAN;SDCB1_HUMAN;MIC19_HUMAN;NDK7_HUMAN;SNRPA_HUMAN;SF3B4_HUMAN;MAT2B_HUMAN;EIF3D_HUMAN;SMG9_HUMAN;RD23B_HUMAN;SYQ_HUMAN;PRDX1_HUMAN;CPSF5_HUMAN;MEMO1_HUMAN;PSA1_HUMAN;BAG5_HUMAN;PSB1_HUMAN,16761;P60484;Q9UHC7;P14373;15422;P42685,"R-HSA-6807206;R-HSA-8850997;R-HSA-8851011;R-HSA-8850945;R-HSA-8850992;R-HSA-8847968;R-HSA-8948832;R-HSA-8948800;R-HSA-6807134;R-HSA-8948757;R-HSA-8847977;R-HSA-8948775"
R-HSA-195253,"Degradation of beta-catenin by the destruction complex",42,90,58,415,0.006489292667099286,0.9999971491005265,0.9999971491005265,19,22,0.001889547367516963,9606,Homo sapiens,"PSMD4_HUMAN;2AAB_HUMAN;PP2AA_HUMAN;PRS7_HUMAN;PSME2_HUMAN;CTBP2_HUMAN;RBX1_HUMAN;PSA3_HUMAN;PSME4_HUMAN;PSB3_HUMAN;HDAC1_HUMAN;PRS4_HUMAN;PSD12_HUMAN;PSB5_HUMAN;PSA5_HUMAN;PSMD6_HUMAN;2A5E_HUMAN;PRS10_HUMAN;PSD11_HUMAN;PSMD1_HUMAN;PSME1_HUMAN;KC1A_HUMAN;PSME3_HUMAN;PSMD3_HUMAN;PSB2_HUMAN;CTBP1_HUMAN;PSB7_HUMAN;PRS6B_HUMAN;2AAA_HUMAN;PSA4_HUMAN;PSB4_HUMAN;PRS8_HUMAN;PSDE_HUMAN;PSMD7_HUMAN;PSD13_HUMAN;RS27A_HUMAN;PSMD5_HUMAN;PSMD2_HUMAN;PSB6_HUMAN;PSA1_HUMAN;PSB1_HUMAN;PSA6_HUMAN","P28066;Q06323;P51665;O00487;P35998;P48729;P62333;P20618;P62195;P25789;P62877;P25788;P61289;P62979;Q13200;Q13363;P25786;Q14997;Q15008;O43242;P56545;Q9UL46;P55036;Q13547;Q16537;O00231;Q9UNM6;P62191;P28074;P30153;P30154;Q99460;P28072;O00232;P28070;Q99436;P67775;P49721;Q16401;P49720;P60900;P43686",MARE1_HUMAN;KEAP1_HUMAN;CCNK_HUMAN;HMGB2_HUMAN;BYST_HUMAN;RUVB1_HUMAN;IDH3A_HUMAN;IMA3_HUMAN;PTH2_HUMAN;VP37B_HUMAN;TOP2A_HUMAN;WDR5_HUMAN;SUMO1_HUMAN;DDX17_HUMAN;MFAP1_HUMAN;SRC_HUMAN;GRB2_HUMAN;KC1A_HUMAN;PP1A_HUMAN;RBBP7_HUMAN;EMD_HUMAN;YAP1_HUMAN;RCC1_HUMAN;CDC37_HUMAN;PLAK_HUMAN;NPM_HUMAN;KPYM_HUMAN;LSM2_HUMAN;RBBP4_HUMAN;KHDR1_HUMAN;HDAC2_HUMAN;CDC42_HUMAN;HNRPF_HUMAN;TBG1_HUMAN;GORS2_HUMAN;PPM1A_HUMAN;PP2AA_HUMAN;SIN3A_HUMAN;GYS1_HUMAN;DNMT1_HUMAN;VRK1_HUMAN;IQGA1_HUMAN;USP9X_HUMAN;CTNA1_HUMAN;HDGF_HUMAN;HMGB1_HUMAN;SDCB1_HUMAN;PARK7_HUMAN;FERM2_HUMAN;MTA2_HUMAN;KAP0_HUMAN;P66A_HUMAN;LAMP1_HUMAN;NDRG1_HUMAN;U2AF2_HUMAN;SYQ_HUMAN;HCFC1_HUMAN;ACTN4_HUMAN,16761;Q13547;P25054;Q5JTC6;Q08117;P48729;O15169;P35222;P49841;15422,"R-HSA-4649028;R-HSA-195300;R-HSA-2130279;R-HSA-4641231;R-HSA-195275;R-HSA-195304;R-HSA-2130282;R-HSA-5229348;R-HSA-2130286;R-HSA-5229343;R-HSA-195251;R-HSA-195283;R-HSA-195280;R-HSA-5251555;R-HSA-5334050;R-HSA-195318;R-HSA-5246693;R-HSA-5251557;R-HSA-195287"
R-HSA-380108,"Chemokine receptors bind chemokines",0,48,6,35,0.0034609560891196195,0.9999972794605941,0.9999972794605941,4,18,0.001545993300695697,9606,Homo sapiens,"","",S10AA_HUMAN;ITB1_HUMAN;GNAI2_HUMAN;UBQL2_HUMAN;ARPC3_HUMAN;ANXA2_HUMAN,P78423;P46092;O15467;P32302,"R-HSA-373073;R-HSA-373342;R-HSA-373086;R-HSA-444523"
R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",8,19,29,161,0.001369961785276516,0.9999973385472696,0.9999973385472696,4,4,3.43554066821266E-4,9606,Homo sapiens,"TNPO1_HUMAN;EXOS3_HUMAN;EXOS6_HUMAN;EXOS8_HUMAN;1433B_HUMAN;EXOS4_HUMAN;EXOS7_HUMAN;EXOS2_HUMAN","P31946;Q5RKV6;Q13868;Q92973;Q9NPD3;Q9NQT5;Q96B26;Q15024",1433E_HUMAN;1433T_HUMAN;VRK1_HUMAN;IDH3A_HUMAN;DX39B_HUMAN;ZO2_HUMAN;EDC4_HUMAN;MP2K1_HUMAN;1433Z_HUMAN;PI3R4_HUMAN;HNRPM_HUMAN;U520_HUMAN;LIPB1_HUMAN;YAP1_HUMAN;CNOT1_HUMAN;1433B_HUMAN;FHL2_HUMAN;VIME_HUMAN;1433F_HUMAN;RGAP1_HUMAN;RENT1_HUMAN;GBF1_HUMAN;1433G_HUMAN;STOM_HUMAN;STAT3_HUMAN;KINH_HUMAN;NCKP1_HUMAN;HSPB1_HUMAN;EDC3_HUMAN,P26651;16761;Q8IZH2;P31946;Q92973;Q9NPI6;P49137;15422;Q8IU60,"R-HSA-450400;R-HSA-450431;R-HSA-450463;R-HSA-450394"
R-HSA-5210891,"Uptake and function of anthrax toxins",3,22,15,95,0.0015862715408464921,0.9999973529773958,0.9999973529773958,6,19,0.0016318818174010136,9606,Homo sapiens,"MP2K2_HUMAN;PDC6I_HUMAN;MP2K1_HUMAN","P36507;Q8WUM4;Q02750",GRB2_HUMAN;M3K7_HUMAN;YAP1_HUMAN;MK01_HUMAN;1433B_HUMAN;VRK1_HUMAN;CSN5_HUMAN;KAP0_HUMAN;EGFR_HUMAN;CHM4B_HUMAN;KAP2_HUMAN;LEG3_HUMAN;SH3G1_HUMAN;SRC_HUMAN;HNRPK_HUMAN,Q8WUM4;Q02750;P36507;O14733;15422;17489,"R-HSA-5210943;R-HSA-5211340;R-HSA-5211356;R-HSA-5211387;R-HSA-5211224;R-HSA-5210947"
R-HSA-111997,"CaM pathway",2,34,5,68,0.002451510563126397,0.99999738394255,0.99999738394255,9,15,0.0012883277505797476,9606,Homo sapiens,"KAP2_HUMAN;KAP0_HUMAN","P10644;P13861",KAP2_HUMAN;VRK1_HUMAN;KAP0_HUMAN;IDH3A_HUMAN;EGFR_HUMAN,16761;P25098;15422;17489,"R-HSA-111955;R-HSA-111970;R-HSA-111925;R-HSA-8951727;R-HSA-111912;R-HSA-111915;R-HSA-111930;R-HSA-111919;R-HSA-111966"
R-HSA-8863795,"Downregulation of ERBB2 signaling",5,36,22,109,0.0025957170668397143,0.9999974911300428,0.9999974911300428,14,14,0.001202439233874431,9606,Homo sapiens,"CHIP_HUMAN;RS27A_HUMAN;CDC37_HUMAN;HS90A_HUMAN;EGFR_HUMAN","Q9UNE7;P07900;Q16543;P00533;P62979",NEDD8_HUMAN;BAG3_HUMAN;HS90B_HUMAN;1433B_HUMAN;RBX1_HUMAN;1433T_HUMAN;HS90A_HUMAN;PEBB_HUMAN;VRK1_HUMAN;THIOM_HUMAN;IDH3A_HUMAN;UBE2N_HUMAN;EGFR_HUMAN;ENOPH_HUMAN;RD23A_HUMAN;UB2Q1_HUMAN;UBA1_HUMAN;BCAR1_HUMAN;1433G_HUMAN;RFC4_HUMAN;HSP7C_HUMAN;1433Z_HUMAN,Q9UNE7;16761;Q05209;Q93034;P42679;Q9H4P4;P40818;15422,"R-HSA-1358801;R-HSA-8864105;R-HSA-1918092;R-HSA-1358789;R-HSA-1918095;R-HSA-1358790;R-HSA-1358791;R-HSA-1963563;R-HSA-1358797;R-HSA-1358798;R-HSA-8864125;R-HSA-8863804;R-HSA-1358792;R-HSA-1358795"
R-HSA-190704,"Oligomerization of connexins into connexons",0,3,2,80,2.1630975556997622E-4,0.9999976783528247,0.9999976783528247,2,3,2.576655501159495E-4,9606,Homo sapiens,"","",COMT_HUMAN;EBP_HUMAN,P08034;P29033,"R-HSA-190681;R-HSA-190687"
R-HSA-3134975,"Regulation of innate immune responses to cytosolic DNA",1,21,11,64,0.0015141682889898333,0.9999976783528247,0.9999976783528247,5,9,7.729966503478485E-4,9606,Homo sapiens,"RS27A_HUMAN","P62979",STT3A_HUMAN;SGPL1_HUMAN;SNW1_HUMAN;UBP15_HUMAN;MBOA7_HUMAN;SF3B1_HUMAN;STX5_HUMAN;IF16_HUMAN;PRP8_HUMAN;THIOM_HUMAN;CDC5L_HUMAN,Q86WV6;Q9UJV9;P19474,"R-HSA-3134804;R-HSA-3249386;R-HSA-1964496;R-HSA-8948709;R-HSA-3134946"
R-HSA-6804115,"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain",3,28,16,91,0.0020188910519864448,0.9999977038940001,0.9999977038940001,5,14,0.001202439233874431,9606,Homo sapiens,"CNOT1_HUMAN;NPM_HUMAN;TB182_HUMAN","P06748;A5YKK6;Q9C0C2",CPSF1_HUMAN;1433B_HUMAN;TOP1_HUMAN;VRK1_HUMAN;IDH3A_HUMAN;MBB1A_HUMAN;HDAC1_HUMAN;E2AK2_HUMAN;1433F_HUMAN;PA2G4_HUMAN;EIF3E_HUMAN;1433G_HUMAN;PELP1_HUMAN;RS6_HUMAN;CDK1_HUMAN;1433Z_HUMAN,16761;P30307;P06748;Q9H4B4;Q9HC77;15422,"R-HSA-6801666;R-HSA-6802973;R-HSA-6798044;R-HSA-6801675;R-HSA-6802170"
R-HSA-446219,"Synthesis of substrates in N-glycan biosythesis",14,131,9,115,0.009445525993222294,0.999997745781616,0.999997745781616,19,48,0.004122648801855192,9606,Homo sapiens,"FCL_HUMAN;GFPT2_HUMAN;GFPT1_HUMAN;SIAS_HUMAN;GLCNE_HUMAN;GMPPB_HUMAN;MVD1_HUMAN;GNA1_HUMAN;DPM1_HUMAN;PPGB_HUMAN;UAP1_HUMAN;NEUA_HUMAN;GMPPA_HUMAN;AGM1_HUMAN","P10619;Q13630;Q9Y223;O95394;P53602;Q06210;Q9NR45;Q9Y5P6;Q96IJ6;Q8NFW8;O60762;Q96EK6;Q16222;O94808",RAB1A_HUMAN;RAN_HUMAN;RCC1_HUMAN;GPX8_HUMAN;RAC1_HUMAN;CDC42_HUMAN;VRK1_HUMAN;RT18B_HUMAN;IDH3A_HUMAN,16761;17552;P78382;15996;Q9UPQ8;15422,"R-HSA-6787623;R-HSA-449734;R-HSA-4085021;R-HSA-162721;R-HSA-4084982;R-HSA-6787533;R-HSA-446221;R-HSA-4084976;R-HSA-446185;R-HSA-6787540;R-HSA-727807;R-HSA-191414;R-HSA-446195;R-HSA-449715;R-HSA-4084999;R-HSA-4085028;R-HSA-446204;R-HSA-6803771;R-HSA-6787642"
R-HSA-156584,"Cytosolic sulfonation of small molecules",2,72,2,29,0.005191434133679429,0.9999977465456718,0.9999977465456718,8,24,0.002061324400927596,9606,Homo sapiens,"PAPS1_HUMAN;ST1E1_HUMAN","O43252;P49888",VRK1_HUMAN;IDH3A_HUMAN,16761;15422,"R-HSA-176631;R-HSA-174389;R-HSA-176517;R-HSA-176474;R-HSA-174392;R-HSA-176664;R-HSA-176585;R-HSA-176521"
R-HSA-163685,"Integration of energy metabolism",25,143,61,215,0.0103107650155022,0.999997947810412,0.999997947810412,50,65,0.005582753585845573,9606,Homo sapiens,"TALDO_HUMAN;ACACA_HUMAN;2AAB_HUMAN;FAS_HUMAN;GBB1_HUMAN;PP2AA_HUMAN;GNAI2_HUMAN;STXB1_HUMAN;ACLY_HUMAN;GBB4_HUMAN;GBG12_HUMAN;IQGA1_HUMAN;GBB2_HUMAN;ITPR3_HUMAN;GNAI1_HUMAN;SAHH2_HUMAN;GTR1_HUMAN;ADT2_HUMAN;2AAA_HUMAN;RAP1A_HUMAN;KAP0_HUMAN;KAP2_HUMAN;TKT_HUMAN;ARL2_HUMAN;GNA11_HUMAN","P29992;P37837;P04899;P11166;P36404;P13861;Q13085;P62834;P61764;P46940;P62879;P62873;Q14573;P29401;Q9UBI6;P53396;Q9HAV0;O43865;P30153;P30154;P10644;P67775;P63096;P49327;P05141",SNX2_HUMAN;HS90B_HUMAN;SRP68_HUMAN;RAB5C_HUMAN;CLH1_HUMAN;EBP_HUMAN;IDH3A_HUMAN;PFKAM_HUMAN;TIF1B_HUMAN;COPZ1_HUMAN;SPTB2_HUMAN;MOES_HUMAN;STX5_HUMAN;ILK_HUMAN;CAND1_HUMAN;1433Z_HUMAN;FLNB_HUMAN;MYL6_HUMAN;FKBP5_HUMAN;COPB_HUMAN;CDC37_HUMAN;RCC1_HUMAN;AP1B1_HUMAN;2ABA_HUMAN;RAC1_HUMAN;HS90A_HUMAN;EGFR_HUMAN;KAP2_HUMAN;RAN_HUMAN;TLN1_HUMAN;KINH_HUMAN;ARL2_HUMAN;CDC42_HUMAN;LDHA_HUMAN;IMB1_HUMAN;E41L2_HUMAN;SEPT2_HUMAN;MK01_HUMAN;ARF1_HUMAN;ACTN1_HUMAN;RAC2_HUMAN;VRK1_HUMAN;COF1_HUMAN;CAZA1_HUMAN;PFKAL_HUMAN;IQGA1_HUMAN;SRP72_HUMAN;RACK1_HUMAN;DYN2_HUMAN;MYH9_HUMAN;PFKAP_HUMAN;RAB1A_HUMAN;ARL3_HUMAN;SRP14_HUMAN;ACTG_HUMAN;2AAA_HUMAN;KAP0_HUMAN;FLNA_HUMAN;RAB7A_HUMAN;SPTN1_HUMAN;HSP7C_HUMAN,Q15831;P49327;P61764;Q9Y2Y0;P63027;18348;16761;17552;P53396;P17252;15996;15422;17489,"R-HSA-400015;R-HSA-499981;R-HSA-5672027;R-HSA-163215;R-HSA-381707;R-HSA-381706;R-HSA-400023;R-HSA-825631;R-HSA-416530;R-HSA-163733;R-HSA-381727;R-HSA-164377;R-HSA-400027;R-HSA-163743;R-HSA-163741;R-HSA-381607;R-HSA-400037;R-HSA-163750;R-HSA-163751;R-HSA-400046;R-HSA-381612;R-HSA-381608;R-HSA-111925;R-HSA-164151;R-HSA-422320;R-HSA-163764;R-HSA-163770;R-HSA-400063;R-HSA-163769;R-HSA-163773;R-HSA-381644;R-HSA-265166;R-HSA-169683;R-HSA-169680;R-HSA-265682;R-HSA-400092;R-HSA-164056;R-HSA-163672;R-HSA-163676;R-HSA-381668;R-HSA-400097;R-HSA-163691;R-HSA-163688;R-HSA-163689;R-HSA-399978;R-HSA-5250209;R-HSA-5250210;R-HSA-399998;R-HSA-5250217;R-HSA-399995"
R-HSA-196807,"Nicotinate metabolism",5,86,6,62,0.006200879659672651,0.9999980734359072,0.9999980734359072,11,29,0.0024907669844541785,9606,Homo sapiens,"NAMPT_HUMAN;NNRE_HUMAN;5NTD_HUMAN;PNCB_HUMAN;NNMT_HUMAN","P43490;P40261;Q8NCW5;Q6XQN6;P21589",NAMPT_HUMAN;BLMH_HUMAN;UBQL2_HUMAN;VRK1_HUMAN;UBQL1_HUMAN;IDH3A_HUMAN,16761;P43490;Q8IW45;15422;Q9BQG2,"R-HSA-6809287;R-HSA-6806967;R-HSA-6806966;R-HSA-197186;R-HSA-197250;R-HSA-8940074;R-HSA-197271;R-HSA-5359451;R-HSA-197198;R-HSA-8940070;R-HSA-8955030"
R-HSA-4791275,"Signaling by WNT in cancer",8,39,22,148,0.0028120268224096907,0.9999981500533692,0.9999981500533692,11,16,0.001374216267285064,9606,Homo sapiens,"KC1A_HUMAN;CTBP1_HUMAN;2A5E_HUMAN;2AAB_HUMAN;PP2AA_HUMAN;CTBP2_HUMAN;DKK1_HUMAN;2AAA_HUMAN","P48729;P56545;P67775;Q16537;P30153;P30154;O94907;Q13363",MARE1_HUMAN;KEAP1_HUMAN;KC1A_HUMAN;PP1A_HUMAN;PPM1A_HUMAN;HMGB1_HUMAN;PARP1_HUMAN;HMGB2_HUMAN;YAP1_HUMAN;PP2AA_HUMAN;RCC1_HUMAN;CDC37_HUMAN;GYS1_HUMAN;PLAK_HUMAN;VRK1_HUMAN;KAP0_HUMAN;KHDR1_HUMAN;CDC42_HUMAN;TBG1_HUMAN;USP9X_HUMAN;CTNA1_HUMAN;SUMO1_HUMAN,P25054;Q5JTC6;P48729;O15169;62878;P49841;15422,"R-HSA-5339713;R-HSA-4827388;R-HSA-5334052;R-HSA-4791278;R-HSA-4839635;R-HSA-4839746;R-HSA-4839634;R-HSA-5339711;R-HSA-5262606;R-HSA-4839734;R-HSA-4839638"
R-HSA-8948747,"Regulation of PTEN localization",1,10,13,76,7.210325185665874E-4,0.999998309296125,0.999998309296125,4,4,3.43554066821266E-4,9606,Homo sapiens,"RS27A_HUMAN","P62979",LAP2A_HUMAN;PP1A_HUMAN;DNMT1_HUMAN;PSA3_HUMAN;LMNA_HUMAN;CAV1_HUMAN;GUAA_HUMAN;TNR6_HUMAN;MCM4_HUMAN;PRDX1_HUMAN;HUWE1_HUMAN;TBCB_HUMAN;SUMO1_HUMAN,P60484;P29590;Q93009,"R-HSA-6807126;R-HSA-6807106;R-HSA-6807105;R-HSA-6807118"
R-HSA-193692,"Regulated proteolysis of p75NTR",1,12,17,73,8.652390222799049E-4,0.999998309296125,0.999998309296125,2,5,4.294425835265825E-4,9606,Homo sapiens,"NICA_HUMAN","Q92542",M3K7_HUMAN;SQSTM_HUMAN;PRS8_HUMAN;UBE2N_HUMAN;PRS4_HUMAN;PSD12_HUMAN;RD23A_HUMAN;PSB5_HUMAN;PSMD6_HUMAN;TERA_HUMAN;PSMD7_HUMAN;PSD13_HUMAN;WDR5_HUMAN;TAB1_HUMAN;PSMD2_HUMAN;PSA1_HUMAN;ECHA_HUMAN,Q9Y4K3,"R-HSA-193682;R-HSA-193700"
R-HSA-8943724,"Regulation of PTEN gene transcription",9,70,18,124,0.005047227629966112,0.9999983214375703,0.9999983214375703,8,15,0.0012883277505797476,9606,Homo sapiens,"RBBP7_HUMAN;LTOR3_HUMAN;RBBP4_HUMAN;MK01_HUMAN;HDAC2_HUMAN;MTA2_HUMAN;LTOR1_HUMAN;P66A_HUMAN;HDAC1_HUMAN","Q92769;Q13547;P28482;O94776;Q6IAA8;Q86YP4;Q16576;Q09028;Q9UHA4",PDS5A_HUMAN;SYIC_HUMAN;FUBP2_HUMAN;HS90A_HUMAN;VRK1_HUMAN;DDX21_HUMAN;RAGP1_HUMAN;IDH3A_HUMAN;SYDC_HUMAN;EXOS8_HUMAN;HXK1_HUMAN;SYVC_HUMAN;SMRC2_HUMAN;IMA1_HUMAN;SUMO1_HUMAN;HSP7C_HUMAN;VDAC1_HUMAN;EF1D_HUMAN,16761;P05412;P15336;15422,"R-HSA-8944104;R-HSA-8944457;R-HSA-8943817;R-HSA-6807077;R-HSA-8944397;R-HSA-8944047;R-HSA-8943780;R-HSA-8944454"
R-HSA-1250347,"SHC1 events in ERBB4 signaling",2,20,12,85,0.0014420650371331748,0.9999983284240125,0.9999983284240125,4,4,3.43554066821266E-4,9606,Homo sapiens,"GRB2_HUMAN;RASK_HUMAN","P62993-1;P01116",GRB2_HUMAN;RAB1A_HUMAN;RAN_HUMAN;RCC1_HUMAN;RAC1_HUMAN;AP2A1_HUMAN;CDC42_HUMAN;VRK1_HUMAN;IDH3A_HUMAN;CRK_HUMAN;EGFR_HUMAN;1433Z_HUMAN,16761;17552;P29353;15996;15422,"R-HSA-1250357;R-HSA-1250383;R-HSA-1250380;R-HSA-1250348"
R-HSA-9013508,"NOTCH3 Intracellular Domain Regulates Transcription",2,36,4,70,0.0025957170668397143,0.9999983284240125,0.9999983284240125,10,22,0.001889547367516963,9606,Homo sapiens,"STAT1_HUMAN;SNW1_HUMAN","P42224;Q13573",IMB1_HUMAN;PDLI7_HUMAN;SNW1_HUMAN;SMCA4_HUMAN,Q15398;Q06330;Q9UBP5,"R-HSA-9021451;R-HSA-9018538;R-HSA-9021450;R-HSA-9021325;R-HSA-9014141;R-HSA-9013567;R-HSA-9013631;R-HSA-9016751;R-HSA-9014129;R-HSA-9021334"
R-HSA-1250196,"SHC1 events in ERBB2 signaling",3,35,13,90,0.002523613814983056,0.9999985026434428,0.9999985026434428,6,6,5.15331100231899E-4,9606,Homo sapiens,"GRB2_HUMAN;RASK_HUMAN;EGFR_HUMAN","P62993-1;P01116;P00533",GRB2_HUMAN;RAB1A_HUMAN;RCC1_HUMAN;RAC1_HUMAN;VRK1_HUMAN;IDH3A_HUMAN;EGFR_HUMAN;RAN_HUMAN;BCAR1_HUMAN;AP2A1_HUMAN;CDC42_HUMAN;CRK_HUMAN;1433Z_HUMAN,16761;Q05209;17552;P29353;15996;15422,"R-HSA-1250195;R-HSA-1250486;R-HSA-8934446;R-HSA-1963578;R-HSA-8934465;R-HSA-1250463"
R-HSA-5602636,"IKBKB deficiency causes SCID",0,3,20,85,2.1630975556997622E-4,0.9999985572280966,0.9999985572280966,1,1,8.58885167053165E-5,9606,Homo sapiens,"","",KEAP1_HUMAN;MCM7_HUMAN;M3K7_HUMAN;HS90B_HUMAN;FKBP5_HUMAN;PP2AA_HUMAN;RS3_HUMAN;CDK2_HUMAN;CDC37_HUMAN;CLH1_HUMAN;HS90A_HUMAN;SQSTM_HUMAN;PSB5_HUMAN;SNW1_HUMAN;ANXA1_HUMAN;K1C18_HUMAN;GPKOW_HUMAN;SUMO1_HUMAN;SRC_HUMAN;CSN3_HUMAN,Q9Y6K9;O15111;O14920,"R-HSA-5228840"
R-HSA-114516,"Disinhibition of SNARE formation",0,10,8,75,7.210325185665874E-4,0.9999985572280966,0.9999985572280966,2,2,1.71777033410633E-4,9606,Homo sapiens,"","",SGPL1_HUMAN;EMD_HUMAN;VAMP3_HUMAN;PSA3_HUMAN;VRK1_HUMAN;STX5_HUMAN;IDH3A_HUMAN;SC22B_HUMAN,16761;Q12846;15422,"R-HSA-114683;R-HSA-114684"
R-HSA-9013973,"TICAM1-dependent activation of IRF3/IRF7",1,14,6,75,0.0010094455259932224,0.9999985572280966,0.9999985572280966,5,9,7.729966503478485E-4,9606,Homo sapiens,"RS27A_HUMAN","P62979",RD23A_HUMAN;WDR5_HUMAN;CDC37_HUMAN;IFT25_HUMAN;VRK1_HUMAN;IDH3A_HUMAN,16761;Q13114;15422,"R-HSA-9013992;R-HSA-9013978;R-HSA-9013986;R-HSA-9013990;R-HSA-9013974"
